,t=14.00Gyr,t=9.50Gyr
0,0.182688172577,0.113006530723
1,0.183917141312,0.114044487016
2,0.182258090494,0.112643294138
3,0.182440463102,0.112797321488
4,0.184057868374,0.114163341577
5,0.182038746033,0.112458041286
6,0.184709118915,0.114713371517
7,0.182675892511,0.112996159285
8,0.183001292925,0.113270984347
9,0.181268672892,0.111807656747
10,0.182914867087,0.113197991243
11,0.182689569091,0.113007710183
12,0.182709718257,0.113024727665
13,0.184743006153,0.114741991831
14,0.183355213905,0.113569897166
15,0.182816537393,0.113114944439
16,0.181944287705,0.112378264141
17,0.181750730917,0.112214790913
18,0.183084592467,0.113341337059
19,0.183867857781,0.114002863377
20,0.183392762849,0.113601610065
21,0.181973361394,0.112402819053
22,0.181866474608,0.112312545144
23,0.182345184441,0.11271685151
24,0.182187563648,0.112583728926
25,0.182330513984,0.112704461209
26,0.181720412676,0.112189184884
27,0.18204250325,0.112461214538
28,0.18300853392,0.11327709991
29,0.18236170761,0.112730806566
30,0.182829769276,0.113126119757
31,0.183157622734,0.113403016598
32,0.182726473261,0.113038878523
33,0.182389546038,0.112754318207
34,0.182676139019,0.11299636748
35,0.182218674588,0.112610004449
36,0.183393551197,0.113602275884
37,0.184180435621,0.114266858813
38,0.182337090024,0.112710015168
39,0.183907196209,0.114036087631
40,0.184401043248,0.114453178504
41,0.18317697139,0.113419357989
42,0.182080134548,0.112492996992
43,0.181666645932,0.112143774836
44,0.183045006366,0.113307903627
45,0.183069197413,0.113328334781
46,0.182865020031,0.113155891665
47,0.182467220551,0.112819920161
48,0.183895005724,0.114025791852
49,0.182761420589,0.113068394163
50,0.183983750191,0.114100743212
51,0.183479488115,0.113674856059
52,0.186248418669,0.116013425637
53,0.183527533766,0.113715434215
54,0.182090029314,0.112501353864
55,0.182780368141,0.113084396792
56,0.182241520229,0.112629299306
57,0.18331240596,0.113533742644
58,0.182593668141,0.112926714636
59,0.182182302054,0.112579285115
60,0.181095082353,0.111661046515
61,0.182242011283,0.112629714039
62,0.182774300398,0.113079272128
63,0.181814561486,0.112268700617
64,0.18254628613,0.112886696974
65,0.182310929488,0.112687920632
66,0.182791014452,0.113093388401
67,0.182842067472,0.113136506506
68,0.182144086281,0.112547009028
69,0.1842222879,0.114302206202
70,0.182509384721,0.112855530965
71,0.182020159448,0.11244234352
72,0.182275671087,0.112658142268
73,0.182966195303,0.113241341771
74,0.181842747257,0.112292505616
75,0.181948244531,0.112381605978
76,0.18359162657,0.113769565396
77,0.1843685748,0.114425756463
78,0.182794266398,0.113096134913
79,0.182002326655,0.112427282389
80,0.182402249163,0.112765046949
81,0.182357908797,0.112727598184
82,0.182712112968,0.113026750178
83,0.182178125189,0.112575757439
84,0.183039821666,0.113303524759
85,0.185605748409,0.11547064239
86,0.182931490088,0.113212030614
87,0.181984370394,0.11241211698
88,0.183182200162,0.11342377408
89,0.182710416703,0.113025317556
90,0.182499334898,0.112847043136
91,0.183328546591,0.113547374618
92,0.183926968475,0.114052786792
93,0.183080367482,0.113337768743
94,0.182684245697,0.113003214178
95,0.182583163351,0.112917842553
96,0.183138999615,0.113387287977
97,0.18235103693,0.112721794376
98,0.183167789456,0.113411603157
